geo_level,geo_name,year,state_name,pct_black_alone,pct_with_health_insurance,pct_with_health_insurance_white_alone,pct_with_health_insurance_black_alone,pct_with_health_insurance_asian_alone,pct_with_health_insurance_hispanic,quartiles_pct_with_health_insurance
zcta,08510,2022,,0.1,96.1,95.8,75,100,98,51-75% of geographies
zcta,92064,2022,,2.9,96.1,97.5,90.1,96.9,91.4,51-75% of geographies
zcta,02893,2022,,2.3,96.1,97.1,75.9,94.2,88.9,51-75% of geographies
zcta,80123,2022,,1.1,96.1,96.7,85.9,94.2,93.7,51-75% of geographies
zcta,60477,2022,,7.1,96.1,96.4,98.7,98.6,89.7,51-75% of geographies
zcta,08319,2022,,2.5,96.1,96.4,82.4,,100,51-75% of geographies
zcta,23322,2022,,10.5,96.1,96.5,96.6,90.8,95.3,51-75% of geographies
zcta,95472,2022,,1.1,96.1,97.9,90.2,100,90.5,51-75% of geographies
zcta,23701,2022,,51.6,96.1,94.3,97.8,85.7,84.5,51-75% of geographies
zcta,95043,2022,,1,96.1,96.8,42.9,,87.1,51-75% of geographies
zcta,15022,2022,,3.9,96.1,95.9,92.6,100,100,51-75% of geographies
zcta,47666,2022,,0.8,96.1,95.9,76.9,,100,51-75% of geographies
zcta,14174,2022,,0.5,96.1,95.9,96.8,100,99.1,51-75% of geographies
zcta,54457,2022,,0.3,96.1,97,88.5,100,87.2,51-75% of geographies
zcta,61865,2022,,2.1,96.1,96.1,79.3,100,100,51-75% of geographies
zcta,05401,2022,,3.4,96.1,96.5,98.7,80.4,96.5,51-75% of geographies
county,"Chisago County, Minnesota",2022,Minnesota,1.1,96.1,96.3,91.5,95.2,92.2,Top 25% of geographies
zcta,19022,2022,,16.4,96.1,97.2,93.7,100,90.1,51-75% of geographies
zcta,94133,2022,,3.2,96.1,98.7,80.7,96.3,91.5,51-75% of geographies
zcta,44118,2022,,35.8,96.1,97.5,93.8,98.1,90.3,51-75% of geographies
zcta,60490,2022,,15.1,96.1,95.8,95.6,97.9,93.4,51-75% of geographies
zcta,23851,2022,,46,96.1,94.4,97.5,100,83.3,51-75% of geographies
zcta,22134,2022,,9.6,96.1,98.2,87.7,87,97.1,51-75% of geographies
zcta,15236,2022,,3.7,96.1,97.1,86.9,89.4,95.8,51-75% of geographies
zcta,49424,2022,,2.4,96.1,96.6,95.8,90.6,94.5,51-75% of geographies
county,"Howard County, Maryland",2022,Maryland,20,96.1,97.6,96.4,95.1,84.4,Top 25% of geographies
county,"Hancock County, Iowa",2022,Iowa,0.8,96.1,96.6,91.6,100,89.6,Top 25% of geographies
zcta,93611,2022,,3.7,96.1,97,93.2,94.4,94.9,51-75% of geographies
zcta,70052,2022,,60.7,96.1,93.6,97.7,,100,51-75% of geographies
county,"Columbia County, New York",2022,New York,3.4,96.1,96.3,95.3,98.2,94.1,Top 25% of geographies
zcta,14843,2022,,1.3,96.1,96.7,95.2,41.5,91.3,51-75% of geographies
zcta,35226,2022,,12.9,96.1,97.2,93.3,96.1,83.6,51-75% of geographies
zcta,23842,2022,,17,96.1,95.5,97.2,100,90.7,51-75% of geographies
zcta,95688,2022,,3.7,96.1,96.5,91.7,96.1,93.2,51-75% of geographies
zcta,44146,2022,,58.2,96.1,96.8,95.9,100,95.2,51-75% of geographies
zcta,08820,2022,,5.7,96.1,97.6,88.1,96.3,96.6,51-75% of geographies
zcta,21701,2022,,12.2,96.1,96.8,94.4,81.4,88.8,51-75% of geographies
county,"Meade County, Kentucky",2022,Kentucky,3.7,96.1,96.5,87.1,82.1,95.1,Top 25% of geographies
zcta,46565,2022,,0.1,42.3,40.9,25,0,88.7,Bottom 25% of geographies
zcta,75421,2022,,9,52.3,45.3,98.7,,17.7,Bottom 25% of geographies
zcta,70787,2022,,87.8,56.3,100,50.2,,,Bottom 25% of geographies
zcta,77060,2022,,18.3,58.3,59,67.7,59,52.2,Bottom 25% of geographies
county,"Aleutians East Borough, Alaska",2022,Alaska,5.4,60.3,79.6,28.2,72.3,46,Bottom 25% of geographies
zcta,78599,2022,,0.6,68.6,72.1,87.3,73.5,68.3,Bottom 25% of geographies
zcta,33461,2022,,18.6,68.6,76.6,70.3,77.1,61.8,Bottom 25% of geographies
zcta,33460,2022,,17.6,68.6,75.4,78.1,79.3,55.1,Bottom 25% of geographies
zcta,78417,2022,,4.1,68.6,67.1,97.8,100,67.6,Bottom 25% of geographies
zcta,78401,2022,,12.7,72.6,83.5,43.9,29,68.3,Bottom 25% of geographies
zcta,75216,2022,,50.3,72.6,70,80.2,100,63.2,Bottom 25% of geographies
zcta,79235,2022,,8.4,72.6,76.5,65.7,100,66.5,Bottom 25% of geographies
zcta,76541,2022,,30.6,72.6,73.1,73.7,100,62.8,Bottom 25% of geographies
zcta,89030,2022,,14.5,72.6,76.3,89.3,95.3,66.3,Bottom 25% of geographies
zcta,46767,2022,,0.2,72.6,68.9,28.6,100,85.3,Bottom 25% of geographies
zcta,32668,2022,,1.3,72.6,71.7,67.2,,64.8,Bottom 25% of geographies
zcta,32320,2022,,17.2,72.6,68.5,85.9,100,100,Bottom 25% of geographies
zcta,78416,2022,,12.8,76.6,76.1,87.2,100,74.2,Bottom 25% of geographies
zcta,79045,2022,,1.4,76.6,76.8,55.5,100,74,Bottom 25% of geographies
zcta,75954,2022,,4.1,76.6,76.8,87.5,100,65,Bottom 25% of geographies
county,"Coal County, Oklahoma",2022,Oklahoma,0.2,76.6,79.3,53.8,100,75.4,Bottom 25% of geographies
zcta,29547,2022,,29.3,76.6,78.5,66,,95,Bottom 25% of geographies
zcta,78025,2022,,2,76.6,81.7,72.1,100,56.9,Bottom 25% of geographies
zcta,11368,2022,,9.4,76.6,78.9,94.6,86.6,71.8,Bottom 25% of geographies
zcta,75050,2022,,19.4,76.6,80,82.4,93.4,69.3,Bottom 25% of geographies
zcta,75661,2022,,17.6,80.6,76.9,91.3,,83.6,Bottom 25% of geographies
zcta,76458,2022,,5.6,80.6,80.7,55.8,100,65.4,Bottom 25% of geographies
zcta,74048,2022,,1.1,80.6,83.5,55.9,92.9,81.1,Bottom 25% of geographies
zcta,20877,2022,,18.5,80.6,85.5,93.5,94,62,Bottom 25% of geographies
zcta,78721,2022,,18.6,80.6,86,81.6,100,70.6,Bottom 25% of geographies
zcta,74745,2022,,13.6,80.6,83.6,82.2,85.2,80,Bottom 25% of geographies
zcta,31204,2022,,63,80.6,83.2,79.5,83,71.6,Bottom 25% of geographies
zcta,30540,2022,,0.4,80.6,81,24.3,100,66.9,Bottom 25% of geographies
county,"Atoka County, Oklahoma",2022,Oklahoma,3.2,80.6,82.5,86.9,100,74.4,Bottom 25% of geographies
zcta,76309,2022,,7.7,80.6,79.8,74.4,100,76.7,Bottom 25% of geographies
zcta,22967,2022,,7.6,80.6,82.5,86.8,100,23.7,Bottom 25% of geographies
zcta,31620,2022,,24.3,80.6,81.2,81.5,100,44,Bottom 25% of geographies
zcta,54446,2022,,0.4,80.6,80.5,30.8,,45.9,Bottom 25% of geographies
zcta,89502,2022,,4.2,80.6,88.1,84.6,85.5,69.4,Bottom 25% of geographies
zcta,76058,2022,,0.8,80.6,82.9,97.7,100,66.7,Bottom 25% of geographies
county,"Bryan County, Oklahoma",2022,Oklahoma,2.2,80.6,82.7,88,88.9,70.5,Bottom 25% of geographies
zcta,20710,2022,,65.6,80.6,72.2,86.9,100,65.4,Bottom 25% of geographies
zcta,39641,2022,,31.2,80.6,76.4,90.5,,100,Bottom 25% of geographies
zcta,76671,2022,,0.4,80.6,84,62.5,100,73.2,Bottom 25% of geographies
county,"Fremont County, Wyoming",2022,Wyoming,0.5,80.6,85.7,50.8,93.9,84.3,Bottom 25% of geographies
zcta,74962,2022,,3.8,80.6,88.1,85.4,,89.1,Bottom 25% of geographies
zcta,77514,2022,,13.3,80.6,88.3,80.6,42.2,69.8,Bottom 25% of geographies
zcta,99557,2022,,2.9,80.6,99.4,28.6,100,50,Bottom 25% of geographies
zcta,27837,2022,,14.1,80.6,86.9,86.5,66.7,29.4,Bottom 25% of geographies
zcta,07022,2022,,2.3,80.6,82.7,77.4,90.9,73.2,Bottom 25% of geographies
zcta,31636,2022,,14,80.6,82.5,77.7,56.2,58.6,Bottom 25% of geographies
county,"Mitchell County, Georgia",2022,Georgia,44.9,80.6,82.5,77.4,86.7,75.5,Bottom 25% of geographies
zcta,74501,2022,,3.2,84.6,88,80.2,100,75.8,Bottom 25% of geographies
zcta,29819,2022,,45.9,84.6,89,79.7,,100,Bottom 25% of geographies
zcta,73118,2022,,6,84.6,88.7,63.8,73.2,66.9,Bottom 25% of geographies
zcta,38361,2022,,3.7,84.6,85.4,50,,,Bottom 25% of geographies
zcta,64503,2022,,2.1,84.6,85.7,60,100,71.7,Bottom 25% of geographies
zcta,46320,2022,,44.6,84.6,89.1,85.1,84.8,80.6,Bottom 25% of geographies
zcta,39189,2022,,39.4,84.6,76.7,98.6,,100,Bottom 25% of geographies
zcta,08302,2022,,26.7,84.6,84.6,91.6,84.3,69.6,Bottom 25% of geographies
zcta,20164,2022,,6.9,84.6,89.9,94.9,93.8,72.8,Bottom 25% of geographies
zcta,85307,2022,,10.5,84.6,86.5,77.1,98.6,81.5,Bottom 25% of geographies
zcta,30344,2022,,74.6,84.6,83,85.5,93.4,72.2,Bottom 25% of geographies
zcta,75409,2022,,14.4,84.6,82.8,96.4,96.8,59.6,Bottom 25% of geographies
zcta,32066,2022,,18.4,84.6,86.4,90.4,100,51.9,Bottom 25% of geographies
zcta,39079,2022,,64,84.6,88.3,82.9,0,100,Bottom 25% of geographies
zcta,91708,2022,,13.2,84.6,93.6,60.4,80.9,94.1,Bottom 25% of geographies
zcta,36544,2022,,12.2,84.6,88.6,78.1,73.2,55.8,Bottom 25% of geographies
zcta,30293,2022,,42.8,84.6,90.8,76.3,,100,Bottom 25% of geographies
county,"Runnels County, Texas",2022,Texas,3,84.6,86.5,75.8,100,81.4,Bottom 25% of geographies
zcta,28734,2022,,1,84.6,86,63.9,99.3,58.5,Bottom 25% of geographies
county,"Stephens County, Georgia",2022,Georgia,10.7,84.6,84.9,88.5,62.9,64.1,Bottom 25% of geographies
zcta,39366,2022,,79.8,84.6,100,80.7,,,Bottom 25% of geographies
county,"Midland County, Texas",2022,Texas,6.8,84.6,88.5,82.8,71.7,78.2,Bottom 25% of geographies
zcta,39631,2022,,65,84.6,75.5,88,,100,Bottom 25% of geographies
zcta,68801,2022,,5.2,84.6,89.7,74.8,81.8,77.7,Bottom 25% of geographies
county,"Bacon County, Georgia",2022,Georgia,15.1,84.6,86.3,89.4,60,68,Bottom 25% of geographies
zcta,60632,2022,,1.5,84.6,90.5,79.7,89.2,83.3,Bottom 25% of geographies
county,"Monroe County, Florida",2022,Florida,7,84.6,85.6,83.6,74.1,80,Bottom 25% of geographies
zcta,75146,2022,,68.2,84.6,77.4,90.8,69.6,69.7,Bottom 25% of geographies
county,"Dewey County, Oklahoma",2022,Oklahoma,0.1,84.6,87.2,66.7,100,71.5,Bottom 25% of geographies
zcta,63879,2022,,16.9,84.6,82.5,94.8,,100,Bottom 25% of geographies
zcta,32541,2022,,3.7,84.6,88.1,72.9,90.2,68.8,Bottom 25% of geographies
zcta,75418,2022,,9.5,84.6,85.6,61.5,66.7,82,Bottom 25% of geographies
zcta,75081,2022,,20.7,84.6,87,78.2,90.9,72.1,Bottom 25% of geographies
zcta,77077,2022,,27.4,84.6,88,76.3,94.7,79.2,Bottom 25% of geographies
county,"Forrest County, Mississippi",2022,Mississippi,36.1,88.6,90.2,87.4,82.2,67.3,26-50% of geographies
county,"Noble County, Indiana",2022,Indiana,0.4,88.6,88.6,84.7,100,85.1,26-50% of geographies
county,"Okaloosa County, Florida",2022,Florida,9.4,88.6,90,88.1,93.8,78.5,26-50% of geographies
zcta,75252,2022,,11.8,88.6,94,72.9,90.6,77.5,Bottom 25% of geographies
county,"Wilbarger County, Texas",2022,Texas,7.6,88.6,87.8,91.6,100,85.9,26-50% of geographies
zcta,37148,2022,,3.3,88.6,89.2,93.4,100,69.3,Bottom 25% of geographies
zcta,68508,2022,,4.3,88.6,91,80.5,76.7,79.5,Bottom 25% of geographies
zcta,29687,2022,,11.2,88.6,90.4,93.6,94.6,60.6,Bottom 25% of geographies
zcta,64024,2022,,4.1,88.6,89.7,86.8,98.9,93.8,Bottom 25% of geographies
zcta,19601,2022,,13.5,88.6,90.9,88.5,98.8,86.3,Bottom 25% of geographies
zcta,75965,2022,,12.9,88.6,90.4,87.5,91.3,81.7,Bottom 25% of geographies
county,"Freestone County, Texas",2022,Texas,15,88.6,89.3,97,20.5,71,26-50% of geographies
zcta,85365,2022,,1.9,88.6,90.2,95.3,84.1,82.5,Bottom 25% of geographies
zcta,42021,2022,,1.9,88.6,88.5,88,100,100,Bottom 25% of geographies
zcta,39119,2022,,45.2,88.6,87.8,92,100,76.2,Bottom 25% of geographies
zcta,11385,2022,,3.7,88.6,91.7,91.7,84.5,83.8,Bottom 25% of geographies
zcta,43783,2022,,1.1,88.6,88.5,60,,100,Bottom 25% of geographies
county,"Houston County, Tennessee",2022,Tennessee,3.4,88.6,88.4,91.8,100,99.1,26-50% of geographies
county,"Carson City, Nevada",2022,Nevada,2.1,88.6,90.6,93,98.1,77.7,26-50% of geographies
zcta,20711,2022,,12.6,88.6,92.1,88.4,100,67.5,Bottom 25% of geographies
county,"Cannon County, Tennessee",2022,Tennessee,2.5,88.6,89.1,80.1,,48.2,26-50% of geographies
zcta,37882,2022,,1.8,88.6,89.1,52.1,100,100,Bottom 25% of geographies
zcta,36303,2022,,40.3,88.6,91.7,85,78.7,75.3,Bottom 25% of geographies
zcta,39666,2022,,35.6,88.6,87.7,89.8,100,88.9,Bottom 25% of geographies
zcta,22849,2022,,0.9,88.6,90.5,83.7,100,61.1,Bottom 25% of geographies
zcta,11717,2022,,15.8,88.6,89.6,90.4,94.9,86.7,Bottom 25% of geographies
zcta,29204,2022,,50.8,88.6,93.3,84.5,100,88.9,Bottom 25% of geographies
county,"Hart County, Georgia",2022,Georgia,17.6,88.6,88.9,86.9,100,79.1,26-50% of geographies
zcta,55404,2022,,32.8,88.6,93.1,89.2,95.6,77.8,Bottom 25% of geographies
zcta,93638,2022,,1.9,88.6,92.4,95.6,98.5,87.1,Bottom 25% of geographies
county,"Amite County, Mississippi",2022,Mississippi,40.2,88.6,86.4,91.6,100,0,26-50% of geographies
zcta,76022,2022,,19.6,88.6,89.7,88.4,88.1,81,Bottom 25% of geographies
zcta,30139,2022,,7.5,88.6,88.9,78.4,,93.2,Bottom 25% of geographies
zcta,28303,2022,,36.3,88.6,89.5,87.6,91.7,85.1,Bottom 25% of geographies
zcta,68466,2022,,0.8,88.6,88.3,76.9,,38.7,Bottom 25% of geographies
county,"Union County, Florida",2022,Florida,16.7,88.6,87.8,89.3,100,96.2,26-50% of geographies
zcta,41008,2022,,4.4,88.6,88.8,98.3,,78.1,Bottom 25% of geographies
zcta,74012,2022,,6.9,88.6,89.2,88.3,92.2,80.4,Bottom 25% of geographies
zcta,27889,2022,,27.4,88.6,89.2,88.5,100,63.1,Bottom 25% of geographies
zcta,31021,2022,,47.4,88.6,89.2,87.8,91.4,86.7,Bottom 25% of geographies
zcta,36613,2022,,56.2,88.6,82.7,93.8,,51.4,Bottom 25% of geographies
zcta,54435,2022,,1.1,88.6,89.8,90.9,100,100,Bottom 25% of geographies
zcta,30016,2022,,59.9,88.6,86.6,89.8,86.9,76.9,Bottom 25% of geographies
zcta,29306,2022,,51.2,88.6,91.1,91.5,75.5,62.3,Bottom 25% of geographies
county,"Haywood County, Tennessee",2022,Tennessee,50.2,88.6,87.9,90.7,0,75.6,26-50% of geographies
zcta,28034,2022,,16.8,88.6,87.9,98.8,84.8,74.3,Bottom 25% of geographies
zcta,29926,2022,,9.8,88.6,93.7,89.8,47.8,65.3,Bottom 25% of geographies
zcta,29440,2022,,46.3,88.6,89.9,88.5,100,65,Bottom 25% of geographies
zcta,77963,2022,,6.9,88.6,89.9,98,100,86.4,Bottom 25% of geographies
zcta,76542,2022,,35.9,88.6,90.2,91.8,82.6,83.9,Bottom 25% of geographies
zcta,64772,2022,,0.8,88.6,89.2,74.3,100,95.2,Bottom 25% of geographies
county,"Liberty County, Georgia",2022,Georgia,41.1,88.6,89.8,88.2,92.7,86.2,26-50% of geographies
zcta,34957,2022,,1.9,88.6,88.6,99.8,79.5,70.2,Bottom 25% of geographies
zcta,70607,2022,,40,88.6,88,92.4,72.1,50.8,Bottom 25% of geographies
zcta,80620,2022,,1.7,88.6,89.8,83.7,95.2,85.6,Bottom 25% of geographies
zcta,31016,2022,,55.8,88.6,95.2,84.5,,0,Bottom 25% of geographies
zcta,35553,2022,,0.9,88.6,88.3,80,100,92.9,Bottom 25% of geographies
zcta,32331,2022,,34.6,88.6,92.9,82.6,,100,Bottom 25% of geographies
zcta,85716,2022,,5.9,88.6,89.9,88.8,95.1,78.4,Bottom 25% of geographies
county,"Durham County, North Carolina",2022,North Carolina,34.3,88.6,91.6,90.1,93.9,60.9,26-50% of geographies
zcta,78063,2022,,0.7,88.6,87.6,47.9,90.4,89.4,Bottom 25% of geographies
zcta,37208,2022,,60.4,88.6,93.4,86,88,96.2,Bottom 25% of geographies
zcta,91764,2022,,7.6,88.6,89.5,93,89.5,87.2,Bottom 25% of geographies
zcta,36871,2022,,50.3,88.6,86.9,90.3,,,Bottom 25% of geographies
county,"Saline County, Nebraska",2022,Nebraska,1,88.6,91.1,75,94,69.2,26-50% of geographies
zcta,30233,2022,,20.5,88.6,90.3,79.1,100,83.5,Bottom 25% of geographies
county,"Union County, Georgia",2022,Georgia,0.7,88.6,88.7,56.3,79.7,88,26-50% of geographies
zcta,36010,2022,,34.7,88.6,89.4,90.4,50,54.9,Bottom 25% of geographies
zcta,51442,2022,,3.6,88.6,91.5,98,74.9,82.3,Bottom 25% of geographies
county,"Boone County, Arkansas",2022,Arkansas,0.3,92.6,92.7,73.1,84.8,91.6,51-75% of geographies
zcta,35466,2022,,17.3,92.6,91.6,96.1,,100,26-50% of geographies
zcta,81101,2022,,1.2,92.6,94.2,91.3,100,87.9,26-50% of geographies
county,"Androscoggin County, Maine",2022,Maine,4.4,92.6,93.2,86.1,92.3,91.7,51-75% of geographies
county,"Bedford County, Pennsylvania",2022,Pennsylvania,0.7,92.6,92.7,85.9,96.3,96.9,51-75% of geographies
zcta,95122,2022,,2.1,92.6,92.9,92.9,97.4,89.5,26-50% of geographies
zcta,63701,2022,,9.5,92.6,94.4,83.1,93.1,81.1,26-50% of geographies
county,"Stevens County, Washington",2022,Washington,0.3,92.6,93.1,75,96.9,91.6,51-75% of geographies
zcta,35040,2022,,26.9,92.6,94,97.5,100,67.8,26-50% of geographies
zcta,19940,2022,,13.2,92.6,94,87.5,96.4,89,26-50% of geographies
zcta,68152,2022,,17.4,92.6,92.5,92.1,88.7,44.6,26-50% of geographies
county,"Gallatin County, Montana",2022,Montana,0.4,92.6,93,86.7,82.2,87.3,51-75% of geographies
zcta,61938,2022,,1.7,92.6,92.7,92.1,61.8,82.8,26-50% of geographies
county,"Warren County, Missouri",2022,Missouri,2.1,92.6,93.8,95.3,28.5,71.8,51-75% of geographies
county,"Western Connecticut Planning Region, Connecticut",2022,Connecticut,10,92.6,95.5,91.7,95.6,81.7,51-75% of geographies
zcta,38028,2022,,25.4,92.6,95.6,97.8,100,11.5,26-50% of geographies
zcta,33872,2022,,4,92.6,95.1,84.8,100,77.5,26-50% of geographies
zcta,38229,2022,,1.2,92.6,93,93.5,100,100,26-50% of geographies
zcta,85304,2022,,3.3,92.6,91.5,94.3,98.4,93.4,26-50% of geographies
zcta,74011,2022,,3.9,92.6,93.4,88.5,91.6,86,26-50% of geographies
zcta,10553,2022,,75.2,92.6,84.2,95.1,100,84.4,26-50% of geographies
zcta,20901,2022,,29.2,92.6,98.8,93.5,93.4,74.6,26-50% of geographies
county,"Autauga County, Alabama",2022,Alabama,19.6,92.6,93.1,91.7,86.6,84.7,51-75% of geographies
zcta,92395,2022,,12,92.6,93.6,94.9,92,89.3,26-50% of geographies
county,"Knox County, Maine",2022,Maine,0.4,92.6,92.5,81.9,98.5,97.4,51-75% of geographies
zcta,70668,2022,,5.3,92.6,92.8,85.6,100,85.8,26-50% of geographies
county,"Roane County, Tennessee",2022,Tennessee,2.7,92.6,92.7,92.6,100,91.4,51-75% of geographies
zcta,35661,2022,,15.3,92.6,94.5,93,65.3,68.9,26-50% of geographies
zcta,37614,2022,,14.6,92.6,94,81.6,100,50,26-50% of geographies
zcta,38952,2022,,38.9,92.6,100,81,,,26-50% of geographies
county,"Douglas County, Kansas",2022,Kansas,4.3,92.6,94.4,90.7,98.4,81.9,51-75% of geographies
zcta,35221,2022,,93.5,92.6,100,93.7,,11.8,26-50% of geographies
zcta,29475,2022,,35.5,92.6,98,82.4,,,26-50% of geographies
zcta,12563,2022,,9.7,92.6,94.5,83.3,92.6,92,26-50% of geographies
zcta,23357,2022,,23.5,92.6,89.4,88.5,100,98.5,26-50% of geographies
zcta,71333,2022,,30,92.6,92.9,90.6,,,26-50% of geographies
county,"Kings County, California",2022,California,6.5,92.6,93.5,97.9,94.8,90.1,51-75% of geographies
zcta,60803,2022,,20.7,92.6,93,95,97.2,89.1,26-50% of geographies
zcta,29450,2022,,69.4,92.6,96,91,,100,26-50% of geographies
zcta,57078,2022,,1.4,92.6,95.2,23.1,88.9,63.7,26-50% of geographies
zcta,94603,2022,,27,92.6,95.2,95.8,95.2,90.4,26-50% of geographies
zcta,98203,2022,,7.3,92.6,94.7,93.1,94.9,78.2,26-50% of geographies
zcta,24015,2022,,6,92.6,93.4,79.2,81.8,93.6,26-50% of geographies
county,"St. Joseph County, Indiana",2022,Indiana,12.9,92.6,93.7,91.1,93.6,85.8,51-75% of geographies
zcta,37757,2022,,0.2,92.6,93.3,47.4,39.8,100,26-50% of geographies
zcta,32937,2022,,2.2,92.6,92.7,81.4,93.9,97.1,26-50% of geographies
zcta,38673,2022,,33.2,92.6,100,77.8,100,,26-50% of geographies
county,"Gates County, North Carolina",2022,North Carolina,31.5,92.6,92.6,94.3,100,78,51-75% of geographies
zcta,36759,2022,,80.1,92.6,96.4,91.6,,,26-50% of geographies
zcta,28025,2022,,21.4,92.6,94.3,94.6,96.4,78.9,26-50% of geographies
zcta,48341,2022,,58.1,92.6,90.7,93.5,96.8,87.3,26-50% of geographies
zcta,35178,2022,,14.7,92.6,92.7,91.8,,100,26-50% of geographies
zcta,23605,2022,,60.2,92.6,86.9,95.6,100,75.6,26-50% of geographies
zcta,33031,2022,,2.3,92.6,92.4,85.2,52.7,90.8,26-50% of geographies
zcta,97003,2022,,3.8,92.6,94.9,70.3,95.4,91,26-50% of geographies
zcta,29840,2022,,100,92.6,,92.6,,,26-50% of geographies
zcta,64151,2022,,12.5,92.6,93.2,91,96.3,91.4,26-50% of geographies
zcta,28663,2022,,1.7,92.6,94.5,50,,85,26-50% of geographies
zcta,98284,2022,,1.2,92.6,93.9,91,93.2,83.7,26-50% of geographies
zcta,38925,2022,,45.1,92.6,95.6,88.9,,100,26-50% of geographies
zcta,72472,2022,,4.1,92.6,93.7,91.7,,85.5,26-50% of geographies
zcta,33813,2022,,5.5,92.6,93.7,98.9,88,88.8,26-50% of geographies
county,"Klickitat County, Washington",2022,Washington,0.8,92.6,93.9,97.1,93.7,79.8,51-75% of geographies
zcta,77384,2022,,5.5,92.6,94.5,91.5,83.6,87.2,26-50% of geographies
zcta,48204,2022,,88.6,92.6,91.4,93.1,77.3,74.5,26-50% of geographies
zcta,31036,2022,,38,92.6,92.8,91.6,100,90.9,26-50% of geographies
zcta,65202,2022,,15,92.6,91.9,96.5,92.7,84.8,26-50% of geographies
zcta,71049,2022,,23.2,92.6,91.5,95.7,,90.1,26-50% of geographies
zcta,73728,2022,,1,92.6,92.3,78.9,100,100,26-50% of geographies
zcta,33408,2022,,0.7,92.6,93.3,89.2,92.3,83.3,26-50% of geographies
zcta,24641,2022,,0.2,92.6,92.5,25,100,,26-50% of geographies
zcta,40203,2022,,50.2,92.6,92,94.1,100,70.1,26-50% of geographies
zcta,36435,2022,,68.6,92.6,84.6,96.3,,,26-50% of geographies
zcta,84405,2022,,0.7,92.6,92.7,86.3,95.3,85.2,26-50% of geographies
zcta,71770,2022,,41.8,92.6,92.7,92.3,,100,26-50% of geographies
zcta,30308,2022,,28.5,92.6,93.9,91.5,95.7,83.5,26-50% of geographies
zcta,36545,2022,,50.7,92.6,95.8,90.2,97.1,47.8,26-50% of geographies
county,"Barron County, Wisconsin",2022,Wisconsin,1.8,92.6,93.3,74.6,97.5,82.7,51-75% of geographies
zcta,10040,2022,,6.3,92.6,96.2,94.9,99.2,91.2,26-50% of geographies
county,"Linn County, Oregon",2022,Oregon,0.5,92.6,93.2,98.7,94.6,85.4,51-75% of geographies
zcta,70609,2022,,45.5,92.6,97.8,86,,64.3,26-50% of geographies
zcta,36316,2022,,9.2,92.6,93.7,84.1,100,86,26-50% of geographies
county,"Alleghany County, Virginia",2022,Virginia,5.2,92.6,92.5,94.3,100,68.7,51-75% of geographies
zcta,37128,2022,,14.1,92.6,94,93.1,94.5,74.2,26-50% of geographies
zcta,07083,2022,,34.6,92.6,95.9,94.1,92.7,89,26-50% of geographies
county,"Jackson Parish, Louisiana",2022,Louisiana,25.7,92.6,91.7,94.9,100,90.7,51-75% of geographies
zcta,24589,2022,,26.9,92.6,91.8,96.9,,100,26-50% of geographies
county,"Cross County, Arkansas",2022,Arkansas,19.5,92.6,91.8,95.1,100,83.9,51-75% of geographies
zcta,24401,2022,,8.9,92.6,93.1,91.2,70.5,77.1,26-50% of geographies
zcta,34236,2022,,3.1,92.6,94.5,72.8,100,65.7,26-50% of geographies
zcta,28422,2022,,11,92.6,94.1,76.9,100,93.5,26-50% of geographies
county,"Lassen County, California",2022,California,8.4,92.6,93.6,96.8,96.2,87.2,51-75% of geographies
zcta,25705,2022,,5.3,92.6,92.8,92.6,94.8,82.6,26-50% of geographies
county,"Mecklenburg County, Virginia",2022,Virginia,33.3,92.6,93.5,91.6,94.1,53.9,51-75% of geographies
zcta,24171,2022,,7.4,92.6,93.5,91.1,100,76.3,26-50% of geographies
zcta,22488,2022,,24.5,92.6,96.6,79.9,,100,26-50% of geographies
zcta,93705,2022,,8.3,92.6,92.3,94.2,90.9,91.6,26-50% of geographies
county,"Columbiana County, Ohio",2022,Ohio,2.2,92.6,92.5,98.3,93,87.9,51-75% of geographies
county,"Columbia County, Arkansas",2022,Arkansas,35.6,92.6,94.7,89.8,100,74.8,51-75% of geographies
zcta,28326,2022,,27,92.6,92.8,94.5,59.6,83.7,26-50% of geographies
zcta,41101,2022,,1.8,92.6,93.5,91.8,94.7,68,26-50% of geographies
county,"Wasatch County, Utah",2022,Utah,0.4,92.6,93.9,69.9,93.7,75.9,51-75% of geographies
zcta,36451,2022,,37.9,92.6,93.6,90.8,100,,26-50% of geographies
zcta,36080,2022,,1.8,92.6,92.3,76.1,,,26-50% of geographies
county,"Madison County, Mississippi",2022,Mississippi,37.6,92.6,95.4,89.6,87.2,75.3,51-75% of geographies
zcta,10035,2022,,40.3,92.6,90.1,94.1,92.1,91.1,26-50% of geographies
zcta,03275,2022,,2.6,92.6,92.5,79.7,100,100,26-50% of geographies
zcta,17601,2022,,3.8,96.6,96.7,95,94.8,96.3,51-75% of geographies
zcta,39656,2022,,68,96.6,94.6,97.4,,,51-75% of geographies
county,"Butler County, Pennsylvania",2022,Pennsylvania,1.1,96.6,96.8,89,94.2,92.6,Top 25% of geographies
zcta,01832,2022,,2.8,96.6,97.1,90.5,97.3,95.5,51-75% of geographies
zcta,11788,2022,,1.4,96.6,98,94.1,97.4,90.6,51-75% of geographies
zcta,32460,2022,,26.7,96.6,98.6,90,100,84.2,51-75% of geographies
