geo_level,geo_name,year,state_name,pct_black_alone,microsoft_broadband_usage_oct_2020,quartiles_microsoft_broadband_usage_oct_2020
county,"Tipton County, Tennessee",2022,Tennessee,18.5,36.6,26-50% of geographies
county,"Logan County, Kansas",2022,Kansas,0,36.6,26-50% of geographies
county,"Hettinger County, North Dakota",2022,North Dakota,0.5,36.6,26-50% of geographies
county,"Piatt County, Illinois",2022,Illinois,1,36.6,26-50% of geographies
county,"Covington County, Alabama",2022,Alabama,12.3,36.6,26-50% of geographies
county,"Carbon County, Wyoming",2022,Wyoming,1.4,36.6,26-50% of geographies
county,"Camden County, North Carolina",2022,North Carolina,8.1,33.1,26-50% of geographies
county,"Freeborn County, Minnesota",2022,Minnesota,1.2,33.1,26-50% of geographies
county,"Scott County, Virginia",2022,Virginia,1.2,33.1,26-50% of geographies
county,"Refugio County, Texas",2022,Texas,6.7,33.1,26-50% of geographies
county,"Claiborne County, Tennessee",2022,Tennessee,0.8,35.1,26-50% of geographies
county,"Lake County, California",2022,California,2.3,35.1,26-50% of geographies
county,"Dale County, Alabama",2022,Alabama,21.1,35.1,26-50% of geographies
county,"Marshall County, South Dakota",2022,South Dakota,0.2,35.1,26-50% of geographies
county,"Jefferson County, Nebraska",2022,Nebraska,0.8,35.1,26-50% of geographies
county,"Fayette County, Illinois",2022,Illinois,3.5,19.8,26-50% of geographies
county,"Goshen County, Wyoming",2022,Wyoming,0.6,19.8,26-50% of geographies
county,"Stanton County, Kansas",2022,Kansas,0,19.8,26-50% of geographies
county,"Perquimans County, North Carolina",2022,North Carolina,22.8,19.8,26-50% of geographies
county,"Antelope County, Nebraska",2022,Nebraska,1,19.8,26-50% of geographies
county,"Ottawa County, Kansas",2022,Kansas,0.7,19.8,26-50% of geographies
county,"Rosebud County, Montana",2022,Montana,0.1,20.8,26-50% of geographies
county,"Harrison County, Kentucky",2022,Kentucky,2.1,20.8,26-50% of geographies
county,"Drew County, Arkansas",2022,Arkansas,26.9,20.8,26-50% of geographies
county,"Polk County, North Carolina",2022,North Carolina,4.9,20.8,26-50% of geographies
county,"Warren County, Mississippi",2022,Mississippi,48.7,20.8,26-50% of geographies
county,"Hamilton County, Texas",2022,Texas,0.9,21.8,26-50% of geographies
county,"Haskell County, Kansas",2022,Kansas,0.3,21.8,26-50% of geographies
county,"Corson County, South Dakota",2022,South Dakota,0.1,21.8,26-50% of geographies
county,"St. James Parish, Louisiana",2022,Louisiana,48.4,22.8,26-50% of geographies
county,"Cocke County, Tennessee",2022,Tennessee,1.2,22.8,26-50% of geographies
county,"Henderson County, Illinois",2022,Illinois,0.2,22.8,26-50% of geographies
county,"White County, Arkansas",2022,Arkansas,4.4,23.8,26-50% of geographies
county,"Beaver County, Oklahoma",2022,Oklahoma,0.4,23.8,26-50% of geographies
county,"Reeves County, Texas",2022,Texas,2.9,23.8,26-50% of geographies
county,"Scott County, Tennessee",2022,Tennessee,0.3,23.8,26-50% of geographies
county,"Ochiltree County, Texas",2022,Texas,0.8,23.8,26-50% of geographies
county,"Columbia County, Arkansas",2022,Arkansas,35.6,23.8,26-50% of geographies
county,"Lewis County, Washington",2022,Washington,0.6,24.8,26-50% of geographies
county,"Cottle County, Texas",2022,Texas,6.6,24.8,26-50% of geographies
county,"Carroll County, Illinois",2022,Illinois,3.4,24.8,26-50% of geographies
county,"Ness County, Kansas",2022,Kansas,0.3,24.8,26-50% of geographies
county,"Randolph County, Illinois",2022,Illinois,8,24.8,26-50% of geographies
county,"Clare County, Michigan",2022,Michigan,0.8,24.8,26-50% of geographies
county,"Sierra County, New Mexico",2022,New Mexico,0.3,24.8,26-50% of geographies
county,"Waseca County, Minnesota",2022,Minnesota,0.8,25.8,26-50% of geographies
county,"Jackson County, North Carolina",2022,North Carolina,2.1,25.8,26-50% of geographies
county,"Marquette County, Wisconsin",2022,Wisconsin,0.5,25.8,26-50% of geographies
county,"Pope County, Minnesota",2022,Minnesota,0.4,25.8,26-50% of geographies
county,"Rappahannock County, Virginia",2022,Virginia,4.4,25.8,26-50% of geographies
county,"Carroll County, Arkansas",2022,Arkansas,0.4,26.8,26-50% of geographies
county,"Franklin city, Virginia",2022,Virginia,51.4,26.8,26-50% of geographies
county,"Marshall County, West Virginia",2022,West Virginia,0.7,26.8,26-50% of geographies
county,"Morrill County, Nebraska",2022,Nebraska,0.1,26.8,26-50% of geographies
county,"Harrison County, Indiana",2022,Indiana,0.7,27.8,26-50% of geographies
county,"Rockingham County, Virginia",2022,Virginia,2.4,27.8,26-50% of geographies
county,"Obion County, Tennessee",2022,Tennessee,10.5,27.8,26-50% of geographies
county,"Nelson County, North Dakota",2022,North Dakota,0,27.8,26-50% of geographies
county,"Asotin County, Washington",2022,Washington,0.7,27.8,26-50% of geographies
county,"Hardin County, Iowa",2022,Iowa,0.5,27.8,26-50% of geographies
county,"San Juan County, Colorado",2022,Colorado,0,28.8,26-50% of geographies
county,"Decatur County, Georgia",2022,Georgia,40.2,28.8,26-50% of geographies
county,"Woods County, Oklahoma",2022,Oklahoma,3.1,28.8,26-50% of geographies
county,"Henderson County, Texas",2022,Texas,5.6,29.8,26-50% of geographies
county,"Mills County, Texas",2022,Texas,0.7,29.8,26-50% of geographies
county,"Burke County, North Dakota",2022,North Dakota,0.7,29.8,26-50% of geographies
county,"Pope County, Illinois",2022,Illinois,3.3,30.8,26-50% of geographies
county,"Fayette County, Indiana",2022,Indiana,1.2,30.8,26-50% of geographies
county,"Floyd County, Virginia",2022,Virginia,3,30.8,26-50% of geographies
county,"Adams County, Wisconsin",2022,Wisconsin,2.4,30.8,26-50% of geographies
county,"Plaquemines Parish, Louisiana",2022,Louisiana,21.2,31.8,26-50% of geographies
county,"Lake of the Woods County, Minnesota",2022,Minnesota,0.4,31.8,26-50% of geographies
county,"Trousdale County, Tennessee",2022,Tennessee,11.8,31.8,26-50% of geographies
county,"Union County, Mississippi",2022,Mississippi,15.7,33.6,26-50% of geographies
county,"Bear Lake County, Idaho",2022,Idaho,0.1,33.6,26-50% of geographies
county,"Mason County, Texas",2022,Texas,0.1,35.6,26-50% of geographies
county,"Rusk County, Wisconsin",2022,Wisconsin,0.7,35.6,26-50% of geographies
county,"Koochiching County, Minnesota",2022,Minnesota,0.8,35.6,26-50% of geographies
county,"Dubois County, Indiana",2022,Indiana,1.6,35.6,26-50% of geographies
county,"Fayette County, Texas",2022,Texas,6,35.6,26-50% of geographies
county,"Jo Daviess County, Illinois",2022,Illinois,0.8,38,51-75% of geographies
county,"Roane County, Tennessee",2022,Tennessee,2.7,38,51-75% of geographies
county,"Baker County, Oregon",2022,Oregon,1.2,38,51-75% of geographies
county,"Woodford County, Kentucky",2022,Kentucky,3.8,38,51-75% of geographies
county,"Richland County, Illinois",2022,Illinois,0.6,38,51-75% of geographies
county,"St. Martin Parish, Louisiana",2022,Louisiana,28.7,40,51-75% of geographies
county,"Sweetwater County, Wyoming",2022,Wyoming,1.3,40,51-75% of geographies
county,"Schoharie County, New York",2022,New York,1.7,40,51-75% of geographies
county,"Palo Alto County, Iowa",2022,Iowa,2,40,51-75% of geographies
county,"Kanawha County, West Virginia",2022,West Virginia,6.7,40,51-75% of geographies
county,"Westmoreland County, Virginia",2022,Virginia,24.4,42,51-75% of geographies
county,"Edmunds County, South Dakota",2022,South Dakota,0.3,42,51-75% of geographies
county,"Pottawattamie County, Iowa",2022,Iowa,1.5,42,51-75% of geographies
county,"West Baton Rouge Parish, Louisiana",2022,Louisiana,41.2,42,51-75% of geographies
county,"Herkimer County, New York",2022,New York,1.2,44,51-75% of geographies
county,"Butler County, Kansas",2022,Kansas,2.6,44,51-75% of geographies
county,"Page County, Iowa",2022,Iowa,1.5,44,51-75% of geographies
county,"Madison County, Indiana",2022,Indiana,8,44,51-75% of geographies
county,"Knox County, Ohio",2022,Ohio,0.9,46,51-75% of geographies
county,"Clearfield County, Pennsylvania",2022,Pennsylvania,2.3,46,51-75% of geographies
county,"Botetourt County, Virginia",2022,Virginia,2.5,46,51-75% of geographies
county,"Hancock County, Maine",2022,Maine,0.8,48,51-75% of geographies
county,"Greene County, Tennessee",2022,Tennessee,1.7,48,51-75% of geographies
county,"Chase County, Nebraska",2022,Nebraska,0.4,48,51-75% of geographies
county,"Lyon County, Iowa",2022,Iowa,0.2,50,51-75% of geographies
county,"Scott County, Kentucky",2022,Kentucky,4.9,50,51-75% of geographies
county,"Rolette County, North Dakota",2022,North Dakota,0.8,50,51-75% of geographies
county,"Lincoln County, Wyoming",2022,Wyoming,0.1,50,51-75% of geographies
county,"Oldham County, Kentucky",2022,Kentucky,3.9,52,51-75% of geographies
county,"Otsego County, New York",2022,New York,2.2,52,51-75% of geographies
county,"Taney County, Missouri",2022,Missouri,2,52,51-75% of geographies
county,"Moniteau County, Missouri",2022,Missouri,2.7,52,51-75% of geographies
county,"Wadena County, Minnesota",2022,Minnesota,0.5,52,51-75% of geographies
county,"Richland County, Ohio",2022,Ohio,7.9,52,51-75% of geographies
county,"Crawford County, Pennsylvania",2022,Pennsylvania,1.5,52,51-75% of geographies
county,"Houston County, Alabama",2022,Alabama,27.2,54,51-75% of geographies
county,"Greene County, Virginia",2022,Virginia,6.4,54,51-75% of geographies
county,"Dewey County, South Dakota",2022,South Dakota,0.4,54,51-75% of geographies
county,"Winnebago County, Iowa",2022,Iowa,0.8,54,51-75% of geographies
county,"DeKalb County, Illinois",2022,Illinois,7.7,54,51-75% of geographies
county,"Gogebic County, Michigan",2022,Michigan,1.7,56,51-75% of geographies
county,"Kent County, Texas",2022,Texas,0.9,56,51-75% of geographies
county,"Berkshire County, Massachusetts",2022,Massachusetts,2.9,56,51-75% of geographies
county,"Orleans County, New York",2022,New York,5.4,56,51-75% of geographies
county,"Quay County, New Mexico",2022,New Mexico,2.6,38.5,51-75% of geographies
county,"Hutchinson County, South Dakota",2022,South Dakota,0,38.5,51-75% of geographies
county,"Winneshiek County, Iowa",2022,Iowa,0.8,38.5,51-75% of geographies
county,"Brown County, Kansas",2022,Kansas,0.9,38.5,51-75% of geographies
county,"Montgomery County, Virginia",2022,Virginia,4.1,38.5,51-75% of geographies
county,"Morgan County, Indiana",2022,Indiana,0.5,40.5,51-75% of geographies
county,"Gulf County, Florida",2022,Florida,15.1,40.5,51-75% of geographies
county,"Door County, Wisconsin",2022,Wisconsin,0.6,40.5,51-75% of geographies
county,"Franklin County, Missouri",2022,Missouri,0.9,40.5,51-75% of geographies
county,"Lumpkin County, Georgia",2022,Georgia,1.3,42.5,51-75% of geographies
county,"Garfield County, Utah",2022,Utah,0.1,42.5,51-75% of geographies
county,"Jones County, Georgia",2022,Georgia,24.6,44.5,51-75% of geographies
county,"Nelson County, Virginia",2022,Virginia,12.4,44.5,51-75% of geographies
county,"Davis County, Iowa",2022,Iowa,0,44.5,51-75% of geographies
county,"Lincoln County, Maine",2022,Maine,0.5,44.5,51-75% of geographies
county,"Loudon County, Tennessee",2022,Tennessee,1.4,44.5,51-75% of geographies
county,"Glasscock County, Texas",2022,Texas,0,44.5,51-75% of geographies
county,"Hopkins County, Texas",2022,Texas,7.3,46.5,51-75% of geographies
county,"Story County, Iowa",2022,Iowa,2.4,46.5,51-75% of geographies
county,"Delaware County, Oklahoma",2022,Oklahoma,0.4,48.5,51-75% of geographies
county,"Floyd County, Georgia",2022,Georgia,13.9,48.5,51-75% of geographies
county,"Catoosa County, Georgia",2022,Georgia,2.3,48.5,51-75% of geographies
county,"Ramsey County, North Dakota",2022,North Dakota,0.6,48.5,51-75% of geographies
county,"Union County, Oregon",2022,Oregon,1,50.5,51-75% of geographies
county,"Randolph County, North Carolina",2022,North Carolina,5.7,50.5,51-75% of geographies
county,"Campbell County, Wyoming",2022,Wyoming,0.4,50.5,51-75% of geographies
county,"Jasper County, Missouri",2022,Missouri,1.9,52.5,51-75% of geographies
county,"Champaign County, Illinois",2022,Illinois,13.2,52.5,51-75% of geographies
county,"Calloway County, Kentucky",2022,Kentucky,3.5,52.5,51-75% of geographies
county,"Webster County, Iowa",2022,Iowa,3.4,52.5,51-75% of geographies
county,"Kandiyohi County, Minnesota",2022,Minnesota,6.1,54.5,51-75% of geographies
county,"Juab County, Utah",2022,Utah,0.6,54.5,51-75% of geographies
county,"Windsor County, Vermont",2022,Vermont,0.7,54.5,51-75% of geographies
county,"Ellis County, Kansas",2022,Kansas,1.3,54.5,51-75% of geographies
county,"Caroline County, Maryland",2022,Maryland,13.7,37,51-75% of geographies
county,"Fannin County, Texas",2022,Texas,6,37,51-75% of geographies
county,"Langlade County, Wisconsin",2022,Wisconsin,0.4,37,51-75% of geographies
county,"Colbert County, Alabama",2022,Alabama,16,39,51-75% of geographies
county,"Northumberland County, Virginia",2022,Virginia,20.9,41,51-75% of geographies
county,"Delta County, Michigan",2022,Michigan,0.3,43,51-75% of geographies
county,"Clark County, Kentucky",2022,Kentucky,3.9,43,51-75% of geographies
county,"Belmont County, Ohio",2022,Ohio,3,43,51-75% of geographies
county,"Shelby County, Tennessee",2022,Tennessee,53.8,43,51-75% of geographies
county,"Madison County, New York",2022,New York,1.7,45,51-75% of geographies
county,"Kidder County, North Dakota",2022,North Dakota,0.2,45,51-75% of geographies
county,"Bee County, Texas",2022,Texas,6.5,47,51-75% of geographies
county,"Stanly County, North Carolina",2022,North Carolina,11.3,47,51-75% of geographies
county,"Teton County, Idaho",2022,Idaho,0,49,51-75% of geographies
county,"Franklin County, Vermont",2022,Vermont,0.2,49,51-75% of geographies
county,"Morgan County, Kentucky",2022,Kentucky,4.1,49,51-75% of geographies
county,"Clarke County, Iowa",2022,Iowa,0,51,51-75% of geographies
county,"Garfield County, Colorado",2022,Colorado,0.7,51,51-75% of geographies
county,"Marathon County, Wisconsin",2022,Wisconsin,0.6,53,51-75% of geographies
county,"Davidson County, Tennessee",2022,Tennessee,26.3,55,51-75% of geographies
county,"Silver Bow County, Montana",2022,Montana,0.2,55,51-75% of geographies
county,"Cumberland County, New Jersey",2022,New Jersey,19,55,51-75% of geographies
county,"Dodge County, Nebraska",2022,Nebraska,0.6,55,51-75% of geographies
county,"Pulaski County, Arkansas",2022,Arkansas,37.4,55,51-75% of geographies
county,"New York County, New York",2022,New York,14,55,51-75% of geographies
county,"Daniels County, Montana",2022,Montana,0.3,37.5,51-75% of geographies
county,"Carlton County, Minnesota",2022,Minnesota,2,37.5,51-75% of geographies
county,"Santa Fe County, New Mexico",2022,New Mexico,1,37.5,51-75% of geographies
county,"Faulkner County, Arkansas",2022,Arkansas,11.4,37.5,51-75% of geographies
county,"Pettis County, Missouri",2022,Missouri,2.8,37.5,51-75% of geographies
county,"Grant County, South Dakota",2022,South Dakota,0.2,39.5,51-75% of geographies
county,"Marion County, Iowa",2022,Iowa,0.6,39.5,51-75% of geographies
county,"Hardin County, Ohio",2022,Ohio,1.2,39.5,51-75% of geographies
county,"Brewster County, Texas",2022,Texas,0.3,41.5,51-75% of geographies
county,"Ballard County, Kentucky",2022,Kentucky,3.9,41.5,51-75% of geographies
county,"LaSalle County, Illinois",2022,Illinois,2.8,41.5,51-75% of geographies
county,"Buchanan County, Iowa",2022,Iowa,0.8,43.5,51-75% of geographies
county,"Pinal County, Arizona",2022,Arizona,4.6,43.5,51-75% of geographies
county,"Sagadahoc County, Maine",2022,Maine,0.6,43.5,51-75% of geographies
county,"Huron County, Ohio",2022,Ohio,0.7,43.5,51-75% of geographies
county,"Fayette County, Ohio",2022,Ohio,2.8,43.5,51-75% of geographies
county,"Inyo County, California",2022,California,1,43.5,51-75% of geographies
county,"Chippewa County, Michigan",2022,Michigan,5.4,43.5,51-75% of geographies
county,"Chambers County, Texas",2022,Texas,7.1,43.5,51-75% of geographies
county,"Dawson County, Nebraska",2022,Nebraska,7,43.5,51-75% of geographies
county,"Northumberland County, Pennsylvania",2022,Pennsylvania,2.6,45.5,51-75% of geographies
county,"De Baca County, New Mexico",2022,New Mexico,0.1,45.5,51-75% of geographies
county,"Grayson County, Texas",2022,Texas,5.5,45.5,51-75% of geographies
county,"Dawson County, Georgia",2022,Georgia,1.3,45.5,51-75% of geographies
county,"Iosco County, Michigan",2022,Michigan,0.7,45.5,51-75% of geographies
county,"Kings County, California",2022,California,6.5,45.5,51-75% of geographies
county,"Fayette County, Tennessee",2022,Tennessee,27,45.5,51-75% of geographies
county,"Madison County, Kentucky",2022,Kentucky,3.9,47.5,51-75% of geographies
county,"Adair County, Missouri",2022,Missouri,4.1,47.5,51-75% of geographies
county,"Jefferson County, Wisconsin",2022,Wisconsin,1.2,47.5,51-75% of geographies
county,"Scioto County, Ohio",2022,Ohio,2.8,49.5,51-75% of geographies
county,"Alleghany County, North Carolina",2022,North Carolina,1.9,49.5,51-75% of geographies
county,"Florence County, South Carolina",2022,South Carolina,42.8,49.5,51-75% of geographies
county,"Columbia County, New York",2022,New York,3.4,49.5,51-75% of geographies
county,"Routt County, Colorado",2022,Colorado,0.2,49.5,51-75% of geographies
county,"St. Clair County, Michigan",2022,Michigan,2.3,49.5,51-75% of geographies
county,"Sullivan County, New York",2022,New York,8.4,51.5,51-75% of geographies
county,"Rapides Parish, Louisiana",2022,Louisiana,31.1,51.5,51-75% of geographies
county,"Graham County, Arizona",2022,Arizona,2,53.5,51-75% of geographies
county,"Platte County, Nebraska",2022,Nebraska,0.7,53.5,51-75% of geographies
county,"Nye County, Nevada",2022,Nevada,2.4,53.5,51-75% of geographies
county,"Box Butte County, Nebraska",2022,Nebraska,3.4,53.5,51-75% of geographies
county,"Limestone County, Alabama",2022,Alabama,13.2,55.5,51-75% of geographies
county,"Childress County, Texas",2022,Texas,7,55.5,51-75% of geographies
county,"Terrebonne Parish, Louisiana",2022,Louisiana,19.1,55.5,51-75% of geographies
county,"Bremer County, Iowa",2022,Iowa,1.3,55.5,51-75% of geographies
county,"Lawrence County, Pennsylvania",2022,Pennsylvania,3.9,55.5,51-75% of geographies
county,"Lubbock County, Texas",2022,Texas,7.1,55.5,51-75% of geographies
county,"Prince George County, Virginia",2022,Virginia,31.1,55.5,51-75% of geographies
county,"Sevier County, Utah",2022,Utah,0.5,38.4,51-75% of geographies
county,"Daviess County, Indiana",2022,Indiana,1.6,38.4,51-75% of geographies
county,"Franklin County, Kansas",2022,Kansas,0.6,38.4,51-75% of geographies
county,"Clayton County, Iowa",2022,Iowa,0.4,38.4,51-75% of geographies
county,"Taos County, New Mexico",2022,New Mexico,0.1,38.4,51-75% of geographies
county,"Etowah County, Alabama",2022,Alabama,15.2,40.4,51-75% of geographies
county,"Cheshire County, New Hampshire",2022,New Hampshire,0.7,40.4,51-75% of geographies
county,"Cassia County, Idaho",2022,Idaho,0.1,40.4,51-75% of geographies
county,"Boyd County, Nebraska",2022,Nebraska,0.3,42.4,51-75% of geographies
county,"Logan County, Illinois",2022,Illinois,6,42.4,51-75% of geographies
county,"Marion County, Illinois",2022,Illinois,4.3,44.4,51-75% of geographies
county,"Dallam County, Texas",2022,Texas,0.1,44.4,51-75% of geographies
county,"Cambria County, Pennsylvania",2022,Pennsylvania,3.7,44.4,51-75% of geographies
county,"Muscatine County, Iowa",2022,Iowa,2.7,44.4,51-75% of geographies
county,"Carroll County, Tennessee",2022,Tennessee,8.9,44.4,51-75% of geographies
county,"McDonough County, Illinois",2022,Illinois,5.3,46.4,51-75% of geographies
county,"Woodbury County, Iowa",2022,Iowa,4.3,46.4,51-75% of geographies
county,"Sandoval County, New Mexico",2022,New Mexico,2.3,46.4,51-75% of geographies
county,"Burke County, North Carolina",2022,North Carolina,5.9,48.4,51-75% of geographies
county,"Pope County, Arkansas",2022,Arkansas,2.5,48.4,51-75% of geographies
county,"Jefferson County, Indiana",2022,Indiana,2.1,48.4,51-75% of geographies
county,"Yates County, New York",2022,New York,0.5,50.4,51-75% of geographies
county,"Montgomery County, Kansas",2022,Kansas,4.9,50.4,51-75% of geographies
county,"Berkeley County, West Virginia",2022,West Virginia,6.8,50.4,51-75% of geographies
county,"Georgetown County, South Carolina",2022,South Carolina,29.6,50.4,51-75% of geographies
county,"Ashe County, North Carolina",2022,North Carolina,1,50.4,51-75% of geographies
county,"McCracken County, Kentucky",2022,Kentucky,10.5,52.4,51-75% of geographies
county,"McCook County, South Dakota",2022,South Dakota,0.3,52.4,51-75% of geographies
county,"Dawson County, Montana",2022,Montana,0.8,52.4,51-75% of geographies
county,"Greene County, Ohio",2022,Ohio,6.4,54.4,51-75% of geographies
county,"Alcorn County, Mississippi",2022,Mississippi,9.7,36.9,51-75% of geographies
county,"Fulton County, Indiana",2022,Indiana,1.2,36.9,51-75% of geographies
county,"Kay County, Oklahoma",2022,Oklahoma,2,36.9,51-75% of geographies
county,"Kodiak Island Borough, Alaska",2022,Alaska,0.9,38.9,51-75% of geographies
county,"Morgan County, West Virginia",2022,West Virginia,0.2,38.9,51-75% of geographies
county,"Buena Vista County, Iowa",2022,Iowa,2.9,38.9,51-75% of geographies
county,"Hamilton County, Nebraska",2022,Nebraska,0.2,40.9,51-75% of geographies
county,"Saline County, Arkansas",2022,Arkansas,8.4,40.9,51-75% of geographies
county,"Norton city, Virginia",2022,Virginia,2,40.9,51-75% of geographies
county,"La Plata County, Colorado",2022,Colorado,0.2,40.9,51-75% of geographies
county,"Harrison County, West Virginia",2022,West Virginia,1.3,40.9,51-75% of geographies
county,"Gilliam County, Oregon",2022,Oregon,0,40.9,51-75% of geographies
county,"Lapeer County, Michigan",2022,Michigan,1.1,40.9,51-75% of geographies
county,"Warren County, Missouri",2022,Missouri,2.1,42.9,51-75% of geographies
county,"Pend Oreille County, Washington",2022,Washington,0.2,42.9,51-75% of geographies
county,"Nuckolls County, Nebraska",2022,Nebraska,0.2,42.9,51-75% of geographies
county,"Dundy County, Nebraska",2022,Nebraska,0.2,44.9,51-75% of geographies
county,"Vernon County, Wisconsin",2022,Wisconsin,0.2,44.9,51-75% of geographies
county,"Pitt County, North Carolina",2022,North Carolina,35.1,44.9,51-75% of geographies
county,"Le Sueur County, Minnesota",2022,Minnesota,0.9,46.9,51-75% of geographies
county,"Pembina County, North Dakota",2022,North Dakota,1,46.9,51-75% of geographies
county,"Mercer County, Pennsylvania",2022,Pennsylvania,5.6,46.9,51-75% of geographies
county,"Fayette County, Pennsylvania",2022,Pennsylvania,4.2,48.9,51-75% of geographies
county,"Dorchester County, Maryland",2022,Maryland,25.6,50.9,51-75% of geographies
county,"Yadkin County, North Carolina",2022,North Carolina,3.2,50.9,51-75% of geographies
county,"St. Louis city, Missouri",2022,Missouri,43.9,50.9,51-75% of geographies
county,"Adams County, Pennsylvania",2022,Pennsylvania,1.6,50.9,51-75% of geographies
county,"Elmore County, Alabama",2022,Alabama,20.8,50.9,51-75% of geographies
county,"Elkhart County, Indiana",2022,Indiana,5,52.9,51-75% of geographies
county,"Williamson County, Illinois",2022,Illinois,3.3,52.9,51-75% of geographies
county,"Mecosta County, Michigan",2022,Michigan,2.5,52.9,51-75% of geographies
county,"Carroll County, Kentucky",2022,Kentucky,3.3,52.9,51-75% of geographies
county,"Lee County, Mississippi",2022,Mississippi,29.8,52.9,51-75% of geographies
county,"Hill County, Montana",2022,Montana,0.4,52.9,51-75% of geographies
county,"El Dorado County, California",2022,California,0.7,54.9,51-75% of geographies
county,"Wyandotte County, Kansas",2022,Kansas,20.5,54.9,51-75% of geographies
county,"Carteret County, North Carolina",2022,North Carolina,4.3,54.9,51-75% of geographies
county,"Jefferson County, Missouri",2022,Missouri,1,54.9,51-75% of geographies
county,"Baxter County, Arkansas",2022,Arkansas,0.2,54.9,51-75% of geographies
county,"Huntingdon County, Pennsylvania",2022,Pennsylvania,4.7,37.4,51-75% of geographies
county,"Jerome County, Idaho",2022,Idaho,0,37.4,51-75% of geographies
county,"Owsley County, Kentucky",2022,Kentucky,1.3,37.4,51-75% of geographies
county,"Amherst County, Virginia",2022,Virginia,18.2,37.4,51-75% of geographies
county,"Zavala County, Texas",2022,Texas,0.7,39.4,51-75% of geographies
county,"Lynn County, Texas",2022,Texas,1.5,39.4,51-75% of geographies
county,"Young County, Texas",2022,Texas,1.8,39.4,51-75% of geographies
county,"Crawford County, Arkansas",2022,Arkansas,1.3,39.4,51-75% of geographies
county,"Mendocino County, California",2022,California,0.7,39.4,51-75% of geographies
county,"Essex County, Virginia",2022,Virginia,37.7,41.4,51-75% of geographies
county,"Hart County, Georgia",2022,Georgia,17.6,41.4,51-75% of geographies
county,"Thomas County, Kansas",2022,Kansas,0.9,41.4,51-75% of geographies
county,"Eddy County, New Mexico",2022,New Mexico,1.5,43.4,51-75% of geographies
county,"Payne County, Oklahoma",2022,Oklahoma,3.9,43.4,51-75% of geographies
county,"Garland County, Arkansas",2022,Arkansas,7.9,43.4,51-75% of geographies
county,"DeKalb County, Tennessee",2022,Tennessee,1.7,45.4,51-75% of geographies
county,"Lincoln County, New Mexico",2022,New Mexico,1.8,45.4,51-75% of geographies
county,"Henry County, Iowa",2022,Iowa,2.6,45.4,51-75% of geographies
county,"Nodaway County, Missouri",2022,Missouri,2.2,45.4,51-75% of geographies
county,"Wexford County, Michigan",2022,Michigan,1,47.4,51-75% of geographies
county,"Jackson County, Oklahoma",2022,Oklahoma,6.3,47.4,51-75% of geographies
county,"Merced County, California",2022,California,3,47.4,51-75% of geographies
county,"Finney County, Kansas",2022,Kansas,4.5,47.4,51-75% of geographies
county,"Waupaca County, Wisconsin",2022,Wisconsin,0.8,47.4,51-75% of geographies
county,"Las Animas County, Colorado",2022,Colorado,1.1,49.4,51-75% of geographies
county,"Plymouth County, Iowa",2022,Iowa,1.8,49.4,51-75% of geographies
county,"St. Louis County, Minnesota",2022,Minnesota,1.6,49.4,51-75% of geographies
county,"Erie County, Pennsylvania",2022,Pennsylvania,7,51.4,51-75% of geographies
county,"McCone County, Montana",2022,Montana,0,51.4,51-75% of geographies
county,"Anderson County, South Carolina",2022,South Carolina,14.9,51.4,51-75% of geographies
county,"Lowndes County, Georgia",2022,Georgia,36.9,53.4,51-75% of geographies
county,"Canyon County, Idaho",2022,Idaho,0.6,53.4,51-75% of geographies
county,"Cavalier County, North Dakota",2022,North Dakota,0,53.4,51-75% of geographies
county,"Salem County, New Jersey",2022,New Jersey,14.6,53.4,51-75% of geographies
county,"Shawnee County, Kansas",2022,Kansas,8,53.4,51-75% of geographies
county,"Kankakee County, Illinois",2022,Illinois,14.5,53.4,51-75% of geographies
county,"Tompkins County, New York",2022,New York,4.1,55.4,51-75% of geographies
county,"Dade County, Georgia",2022,Georgia,1,37.9,51-75% of geographies
county,"Orange County, Indiana",2022,Indiana,1.6,37.9,51-75% of geographies
county,"Allen County, Kentucky",2022,Kentucky,0.8,37.9,51-75% of geographies
county,"Bell County, Kentucky",2022,Kentucky,1.9,37.9,51-75% of geographies
county,"Marshall County, Kentucky",2022,Kentucky,0.7,37.9,51-75% of geographies
county,"Marshall County, Tennessee",2022,Tennessee,4.7,37.9,51-75% of geographies
county,"Leflore County, Mississippi",2022,Mississippi,74.6,37.9,51-75% of geographies
county,"Morgan County, Illinois",2022,Illinois,5.1,39.9,51-75% of geographies
county,"Grant County, Kansas",2022,Kansas,0.1,39.9,51-75% of geographies
county,"Abbeville County, South Carolina",2022,South Carolina,26.1,39.9,51-75% of geographies
county,"Jackson County, Alabama",2022,Alabama,3.3,41.9,51-75% of geographies
county,"Calhoun County, Alabama",2022,Alabama,22.1,41.9,51-75% of geographies
county,"Cass County, Nebraska",2022,Nebraska,0.2,41.9,51-75% of geographies
county,"Nevada County, California",2022,California,0.4,41.9,51-75% of geographies
county,"Highlands County, Florida",2022,Florida,9.2,41.9,51-75% of geographies
county,"Iowa County, Wisconsin",2022,Wisconsin,0.8,41.9,51-75% of geographies
county,"Cumberland County, Tennessee",2022,Tennessee,0.9,41.9,51-75% of geographies
county,"Chariton County, Missouri",2022,Missouri,2.7,41.9,51-75% of geographies
