geo_level,geo_name,year,state_name,pct_black_alone,pop_black_alone,pct_homeownership,pct_homeownership_white_alone,pct_homeownership_black_alone,pct_homeownership_asian_alone,pct_homeownership_hispanic,quartiles_pct_homeownership,pct_change_16_to_22_pct_homeownership_black_alone,buckets_pct_change_16_to_22_pct_homeownership_black_alone
zcta,05041,2022,,0,0,34.4,37.9,,,,Bottom 25% of geographies,,No comparable data available
zcta,07057,2022,,4.2,500,34.4,39.7,8.3,20.8,23.1,Bottom 25% of geographies,4.5,0.1 to 4.9
zcta,30605,2022,,25,10603,34.4,37.8,25.7,13.9,40.8,Bottom 25% of geographies,7.5,5.0 or more
zcta,07030,2022,,4.5,2623,34.4,32.2,13.9,60,21.5,Bottom 25% of geographies,-4.8,-0.1 to -4.9
zcta,20024,2022,,40.2,6204,34.4,37.5,30,52,22.2,Bottom 25% of geographies,1.4,0.1 to 4.9
zcta,06269,2022,,4.1,360,36.4,0,,74.5,0,Bottom 25% of geographies,,No comparable data available
zcta,99575,2022,,0,0,36.4,,,,,Bottom 25% of geographies,,No comparable data available
zcta,44274,2022,,0,0,36.4,36.4,,,,Bottom 25% of geographies,,No comparable data available
zcta,54152,2022,,0,0,36.4,42.1,,,0,Bottom 25% of geographies,,No comparable data available
zcta,99583,2022,,0,0,36.4,0,,,,Bottom 25% of geographies,,No comparable data available
zcta,05154,2022,,0,0,36.4,36,,100,,Bottom 25% of geographies,,No comparable data available
zcta,90016,2022,,27.5,13028,36.4,33.7,37,58.6,31.8,Bottom 25% of geographies,5.5,5.0 or more
zcta,55405,2022,,22.8,3895,36.4,44.3,24.8,14.9,12.1,Bottom 25% of geographies,12.6,5.0 or more
zcta,31408,2022,,49.6,5692,36.4,62.7,24.6,3.6,20.7,Bottom 25% of geographies,6.1,5.0 or more
zcta,94610,2022,,14.1,4569,36.4,39.4,24.2,45.6,30.2,Bottom 25% of geographies,-0.7,-0.1 to -4.9
zcta,77099,2022,,32.2,15940,36.4,54.6,18,42.4,43.1,Bottom 25% of geographies,1.1,0.1 to 4.9
zcta,17102,2022,,27.7,2261,36.4,46.5,22.9,37.4,4.9,Bottom 25% of geographies,4.2,0.1 to 4.9
zcta,10705,2022,,21.3,8289,36.4,49.7,25,85,24.2,Bottom 25% of geographies,1.3,0.1 to 4.9
zcta,53726,2022,,0.7,36,38.4,45.2,19.2,2.3,35.2,Bottom 25% of geographies,8.5,5.0 or more
zcta,15140,2022,,24.8,765,38.4,48.5,15.1,0,0,Bottom 25% of geographies,15.1,5.0 or more
zcta,08904,2022,,6.9,1032,38.4,42.8,12,37,24.5,Bottom 25% of geographies,-22.7,-5.0 or less
zcta,75057,2022,,11.6,2004,38.4,41.8,16.6,16.1,55.3,Bottom 25% of geographies,6.6,5.0 or more
zcta,38118,2022,,76.5,30131,38.4,55.8,36.7,70.4,29.8,Bottom 25% of geographies,-11.2,-5.0 or less
zcta,02909,2022,,18.5,7884,38.4,36,36.3,56,34.6,Bottom 25% of geographies,17.6,5.0 or more
zcta,02740,2022,,6.6,3100,38.4,45.8,35.7,24,23.4,Bottom 25% of geographies,4.2,0.1 to 4.9
zcta,93933,2022,,6.4,1738,40.4,42.6,32.2,58.4,18.9,Bottom 25% of geographies,13,5.0 or more
zcta,90061,2022,,26.7,7639,40.4,32.2,45.4,63.4,37,Bottom 25% of geographies,5.3,5.0 or more
zcta,11215,2022,,4,2910,40.4,41.6,24,52,23.6,Bottom 25% of geographies,-3.8,-0.1 to -4.9
zcta,70524,2022,,51.9,124,40.4,61.8,18.5,,,Bottom 25% of geographies,-40.7,-5.0 or less
zcta,73117,2022,,67.1,3978,40.4,32.1,43.6,0,17.3,Bottom 25% of geographies,2.2,0.1 to 4.9
zcta,48120,2022,,2.4,210,40.4,45.6,10.4,33.9,0,Bottom 25% of geographies,7.9,5.0 or more
zcta,92805,2022,,1.4,1050,40.4,41.2,22,42.9,34.8,Bottom 25% of geographies,10.8,5.0 or more
zcta,39216,2022,,23.5,761,40.4,53.2,0,0,,Bottom 25% of geographies,-15.3,-5.0 or less
zcta,10801,2022,,25.7,10743,40.4,53.4,31.7,37.9,31.7,Bottom 25% of geographies,1.1,0.1 to 4.9
zcta,85712,2022,,5.4,1684,40.4,44.8,14.3,37.3,33.4,Bottom 25% of geographies,7.7,5.0 or more
zcta,79904,2022,,6.2,1963,40.4,41.7,15.5,32.3,42.8,Bottom 25% of geographies,-12.9,-5.0 or less
zcta,45205,2022,,38.5,7350,40.4,52.3,20.9,80.8,10.1,Bottom 25% of geographies,1.8,0.1 to 4.9
zcta,33865,2022,,0.2,2,42.4,42.4,,,99.9,Bottom 25% of geographies,,No comparable data available
zcta,40355,2022,,0,0,42.4,42.4,,,,Bottom 25% of geographies,,No comparable data available
zcta,83025,2022,,0,0,42.4,46.5,,,0,Bottom 25% of geographies,,No comparable data available
zcta,97301,2022,,1.9,1027,42.4,46.1,27.3,35,39.8,Bottom 25% of geographies,2.5,0.1 to 4.9
zcta,73139,2022,,9.3,1695,42.4,48.3,6.5,71.2,44.7,Bottom 25% of geographies,-9.5,-5.0 or less
zcta,30096,2022,,24.8,17239,42.4,61.3,18.9,48.9,30.4,Bottom 25% of geographies,4.1,0.1 to 4.9
zcta,01375,2022,,2.8,101,42.4,45.8,20.8,31,100,Bottom 25% of geographies,-28.4,-5.0 or less
zcta,99701,2022,,4.9,891,42.4,47.1,39.8,21.6,35.8,Bottom 25% of geographies,9.4,5.0 or more
zcta,91776,2022,,1,381,42.4,43.7,0,46.4,32.1,Bottom 25% of geographies,-15.4,-5.0 or less
zcta,63839,2022,,0,0,44.4,46.4,,,0,Bottom 25% of geographies,,No comparable data available
zcta,17355,2022,,0,0,44.4,44.4,,,,Bottom 25% of geographies,,No comparable data available
zcta,36568,2022,,0,0,44.4,44.4,,,,Bottom 25% of geographies,,No comparable data available
zcta,96132,2022,,0,0,44.4,37.5,,,,Bottom 25% of geographies,,No comparable data available
zcta,73127,2022,,14.1,3668,44.4,56.2,12.9,57.4,48.4,Bottom 25% of geographies,-6.5,-5.0 or less
zcta,62963,2022,,43.2,345,44.4,46.6,37.2,100,,Bottom 25% of geographies,-11.5,-5.0 or less
zcta,78217,2022,,10.2,3286,44.4,53.4,6.1,22.2,44.8,Bottom 25% of geographies,0.3,0.1 to 4.9
zcta,06810,2022,,14,7681,44.4,51.9,31.9,60.9,33.9,Bottom 25% of geographies,-7.4,-5.0 or less
zcta,40824,2022,,0,0,46.4,46.4,,,,Bottom 25% of geographies,,No comparable data available
zcta,99776,2022,,6.6,9,46.4,100,,,,Bottom 25% of geographies,,No comparable data available
zcta,80757,2022,,0,0,46.4,47.9,,0,,Bottom 25% of geographies,,No comparable data available
zcta,46218,2022,,68.6,19852,46.4,59.2,41.5,77.4,37.3,Bottom 25% of geographies,2,0.1 to 4.9
zcta,72801,2022,,4.8,866,46.4,46.7,35.3,18,45,Bottom 25% of geographies,3,0.1 to 4.9
zcta,76209,2022,,11.1,3066,46.4,49,23.7,20.3,57.3,Bottom 25% of geographies,4,0.1 to 4.9
zcta,73069,2022,,3.9,1089,46.4,49.4,6.1,33.1,49.4,Bottom 25% of geographies,-5,-5.0 or less
zcta,22303,2022,,13.6,2221,46.4,55.5,11.6,40.8,49.4,Bottom 25% of geographies,-11,-5.0 or less
zcta,90640,2022,,0.9,549,46.4,52.3,15.5,62.7,40.3,Bottom 25% of geographies,-29.5,-5.0 or less
zcta,90068,2022,,6.7,1419,46.4,50,22.2,65.1,25.2,Bottom 25% of geographies,-4.8,-0.1 to -4.9
county,"Lake County, Tennessee",2022,Tennessee,25.7,1771,46.4,49.7,33.2,0,7.7,Bottom 25% of geographies,-6.3,-5.0 or less
zcta,33805,2022,,40.4,10538,46.4,51,45.3,53,27.9,Bottom 25% of geographies,-0.3,-0.1 to -4.9
zcta,43228,2022,,21.2,12170,46.4,57.1,8.5,58.1,40.2,Bottom 25% of geographies,-4.6,-0.1 to -4.9
zcta,06854,2022,,22.7,7330,46.4,56.1,42.1,52.6,32.3,Bottom 25% of geographies,-1.4,-0.1 to -4.9
zcta,01104,2022,,13.8,3125,46.4,54.2,40.3,100,37.8,Bottom 25% of geographies,18.6,5.0 or more
zcta,93030,2022,,1.9,1140,46.4,46.5,49.7,67.7,38.5,Bottom 25% of geographies,-1.1,-0.1 to -4.9
zcta,42101,2022,,13.3,8281,46.4,51.9,29.2,54.5,35.7,Bottom 25% of geographies,4.7,0.1 to 4.9
zcta,64131,2022,,41.4,9244,46.4,64.4,25.5,46.4,37.4,Bottom 25% of geographies,-6.7,-5.0 or less
zcta,97147,2022,,0,0,48.4,47.2,,,0,Bottom 25% of geographies,,No comparable data available
zcta,57449,2022,,9.3,31,48.4,30.8,100,,,Bottom 25% of geographies,,No comparable data available
zcta,63829,2022,,0,0,48.4,51.2,,,40.4,Bottom 25% of geographies,,No comparable data available
zcta,92121,2022,,2.2,90,48.4,56.4,14.1,52.3,14.4,Bottom 25% of geographies,,No comparable data available
zcta,72139,2022,,0.3,1,48.4,48.4,,,,Bottom 25% of geographies,,No comparable data available
zcta,95615,2022,,0,0,48.4,76.4,,100,2,Bottom 25% of geographies,,No comparable data available
zcta,83843,2022,,1.7,401,48.4,51.5,0,14.3,20.3,Bottom 25% of geographies,0,No statistical change
zcta,21204,2022,,17.5,3534,48.4,60.1,7,31,53,Bottom 25% of geographies,-10.5,-5.0 or less
zcta,62206,2022,,65.8,8868,48.4,78.5,32.5,61.6,96.9,Bottom 25% of geographies,-1,-0.1 to -4.9
zcta,72370,2022,,51.7,3759,48.4,69.4,31.5,0,61.4,Bottom 25% of geographies,4.3,0.1 to 4.9
zcta,58104,2022,,7.8,3620,48.4,52.2,6.9,40.7,20.2,Bottom 25% of geographies,0.6,0.1 to 4.9
zcta,95842,2022,,12.9,4501,48.4,57.9,27.9,42.3,31.2,Bottom 25% of geographies,-3.8,-0.1 to -4.9
zcta,73109,2022,,9.4,1848,48.4,53.2,12.1,87.2,54.4,Bottom 25% of geographies,-5.6,-5.0 or less
zcta,50311,2022,,11,1752,48.4,57.6,14.2,36.3,16.6,Bottom 25% of geographies,-4.4,-0.1 to -4.9
zcta,28390,2022,,32.7,8151,48.4,53.3,46.7,37.6,43.4,Bottom 25% of geographies,2.1,0.1 to 4.9
zcta,91730,2022,,10.1,7194,48.4,54.1,23.2,51.7,47.8,Bottom 25% of geographies,-5.7,-5.0 or less
zcta,85711,2022,,6,2491,48.4,57.2,12.3,37.6,38.3,Bottom 25% of geographies,1.3,0.1 to 4.9
zcta,14720,2022,,0.2,2,50.4,46.7,0,,66.9,Bottom 25% of geographies,,No comparable data available
zcta,26463,2022,,0,0,50.4,50.4,,,,Bottom 25% of geographies,,No comparable data available
zcta,65620,2022,,0,0,50.4,50.4,,,,Bottom 25% of geographies,,No comparable data available
zcta,11236,2022,,81.5,81608,50.4,58.7,50,73.7,35.5,Bottom 25% of geographies,2.5,0.1 to 4.9
county,"Douglas County, Kansas",2022,Kansas,4.3,5101,50.4,55.4,30.5,27.7,22.5,Bottom 25% of geographies,5.5,5.0 or more
zcta,36088,2022,,87.8,3031,50.4,0,53.5,0,0,Bottom 25% of geographies,10.5,5.0 or more
zcta,31501,2022,,46.7,6395,50.4,54.9,43.6,16.8,50.4,Bottom 25% of geographies,-0.5,-0.1 to -4.9
zcta,64153,2022,,11.4,714,50.4,57.5,50.4,45.4,43.3,Bottom 25% of geographies,-33,-5.0 or less
zcta,23502,2022,,50.1,10018,50.4,65.3,37.8,87.2,36.7,Bottom 25% of geographies,-1.7,-0.1 to -4.9
zcta,77014,2022,,42.7,16033,50.4,45,44.1,74.1,49.7,Bottom 25% of geographies,2.3,0.1 to 4.9
zcta,92704,2022,,1.2,937,50.4,50.2,42,56.7,47.6,Bottom 25% of geographies,-10.2,-5.0 or less
zcta,28209,2022,,6.8,1613,50.4,56.3,6.3,36,26.5,Bottom 25% of geographies,-10.2,-5.0 or less
zcta,71075,2022,,32,1834,50.4,61.9,27.4,,26,Bottom 25% of geographies,-12.2,-5.0 or less
zcta,94124,2022,,26,9703,50.4,61.9,36.2,68.2,33.8,Bottom 25% of geographies,-4.4,-0.1 to -4.9
zcta,78249,2022,,6.6,4014,50.4,55.4,22.2,40,49.1,Bottom 25% of geographies,-15.9,-5.0 or less
zcta,99013,2022,,0.7,10,52.4,53.3,,99.6,100,Bottom 25% of geographies,,No comparable data available
zcta,82835,2022,,0,0,52.4,52.4,,,46.7,Bottom 25% of geographies,,No comparable data available
zcta,52072,2022,,1.3,10,52.4,53,,,,Bottom 25% of geographies,,No comparable data available
zcta,98326,2022,,7,75,52.4,60.4,,,0,Bottom 25% of geographies,,No comparable data available
zcta,21130,2022,,0,0,52.4,52.4,,,,Bottom 25% of geographies,,No comparable data available
zcta,72713,2022,,3.7,900,52.4,58.6,41.9,35.3,58.9,Bottom 25% of geographies,,No comparable data available
zcta,71201,2022,,34,7072,52.4,71.6,23.8,46.6,99,Bottom 25% of geographies,-2,-0.1 to -4.9
zcta,32803,2022,,4.8,1058,52.4,57.3,20.5,57,30.5,Bottom 25% of geographies,-1.5,-0.1 to -4.9
zcta,33759,2022,,7.9,1398,52.4,55.6,27.5,45,34.3,Bottom 25% of geographies,-4.3,-0.1 to -4.9
zcta,21853,2022,,53.3,5683,52.4,71.6,34.4,100,29.5,Bottom 25% of geographies,1.7,0.1 to 4.9
zcta,36039,2022,,91.2,238,52.4,100,41.6,,,Bottom 25% of geographies,-42.9,-5.0 or less
zcta,61101,2022,,38.4,7862,52.4,64.7,33.8,61.1,53.3,Bottom 25% of geographies,5.6,5.0 or more
zcta,67208,2022,,22.1,3854,52.4,59.9,37.4,38.5,29.1,Bottom 25% of geographies,-8.2,-5.0 or less
zcta,93704,2022,,5.2,1533,52.4,57.4,19.2,78.6,40.5,Bottom 25% of geographies,1.4,0.1 to 4.9
county,"Passaic County, New Jersey",2022,New Jersey,10.7,55831,52.4,67.5,27.6,64.1,30.6,Bottom 25% of geographies,1.9,0.1 to 4.9
zcta,19406,2022,,8.3,2386,52.4,58.5,31,38.7,41.9,Bottom 25% of geographies,-9.3,-5.0 or less
zcta,02904,2022,,10.3,3203,52.4,56.9,23.6,48.1,45.5,Bottom 25% of geographies,-14.3,-5.0 or less
zcta,40831,2022,,3,154,52.4,54,48,26.2,,Bottom 25% of geographies,15.3,5.0 or more
zcta,93210,2022,,3.6,682,52.4,56.4,9.7,31.8,53.7,Bottom 25% of geographies,-0.2,-0.1 to -4.9
zcta,66762,2022,,2.8,700,52.4,53.5,10.9,86.8,45.4,Bottom 25% of geographies,-20.8,-5.0 or less
zcta,96039,2022,,0,0,54.4,69.7,,21.8,12.4,Bottom 25% of geographies,,No comparable data available
zcta,26424,2022,,0,0,54.4,54.4,,,,Bottom 25% of geographies,,No comparable data available
zcta,59440,2022,,0,0,54.4,54,,,,Bottom 25% of geographies,,No comparable data available
zcta,26546,2022,,0,0,54.4,54.4,,,,Bottom 25% of geographies,,No comparable data available
zcta,89158,2022,,0,0,54.4,56.3,,49.9,0,Bottom 25% of geographies,,No comparable data available
zcta,81435,2022,,0.8,44,54.4,57.4,0,27.2,9.2,Bottom 25% of geographies,0,No statistical change
zcta,07008,2022,,16.3,4096,54.4,71.3,27.8,56.5,46.3,Bottom 25% of geographies,-3.5,-0.1 to -4.9
zcta,88005,2022,,2.2,610,54.4,60.1,17.5,36.3,44.6,Bottom 25% of geographies,-32.5,-5.0 or less
zcta,06830,2022,,5.3,1322,54.4,59.1,21.2,59.9,17.3,Bottom 25% of geographies,15.6,5.0 or more
zcta,90049,2022,,1.5,528,54.4,56.2,40.8,40.3,53.5,Bottom 25% of geographies,0.3,0.1 to 4.9
county,"Lowndes County, Georgia",2022,Georgia,36.9,43641,54.4,67.7,34.8,57.8,50.7,Bottom 25% of geographies,-1.2,-0.1 to -4.9
zcta,37601,2022,,5.5,2092,54.4,57.4,14.5,68,36.8,Bottom 25% of geographies,-17.7,-5.0 or less
zcta,21215,2022,,75.2,40376,54.4,58.8,53.5,68,52.1,Bottom 25% of geographies,6.1,5.0 or more
zcta,23401,2022,,35.7,102,54.4,64.7,27,,,Bottom 25% of geographies,-63.3,-5.0 or less
zcta,98684,2022,,1.7,644,54.4,57.3,7.1,71.6,22.3,Bottom 25% of geographies,-6.9,-5.0 or less
zcta,33050,2022,,4.4,467,54.4,64.8,0,0,21.3,Bottom 25% of geographies,-14.8,-5.0 or less
zcta,21117,2022,,52.6,30772,54.4,73.4,41.1,65,31.4,Bottom 25% of geographies,-0.1,-0.1 to -4.9
zcta,75212,2022,,25.4,6878,54.4,61.6,34.9,45.7,70,Bottom 25% of geographies,0.2,0.1 to 4.9
zcta,16146,2022,,13.8,1812,54.4,63.4,9.6,100,48.3,Bottom 25% of geographies,-16.3,-5.0 or less
zcta,75070,2022,,13.5,7739,54.4,54.3,27.4,73.3,53.3,Bottom 25% of geographies,-33.1,-5.0 or less
zcta,15201,2022,,17.6,2286,54.4,53.8,58.5,36.2,30.6,Bottom 25% of geographies,8.4,5.0 or more
county,"Corson County, South Dakota",2022,South Dakota,0.1,4,56.4,83.2,,,0,Bottom 25% of geographies,,No comparable data available
zcta,82620,2022,,0,0,56.4,68.9,,,0,Bottom 25% of geographies,,No comparable data available
zcta,61367,2022,,0.9,8,56.4,56.3,,,42.3,Bottom 25% of geographies,,No comparable data available
zcta,43963,2022,,0.2,2,56.4,56.2,,,,Bottom 25% of geographies,,No comparable data available
zcta,17058,2022,,2.2,35,56.4,58.1,,,0,Bottom 25% of geographies,,No comparable data available
zcta,87578,2022,,0,0,56.4,27.4,,,88.3,Bottom 25% of geographies,,No comparable data available
zcta,87528,2022,,0.2,5,56.4,0,0,0,62.1,Bottom 25% of geographies,0,No statistical change
zcta,78227,2022,,5,2257,56.4,53.3,47,52.1,57.3,Bottom 25% of geographies,12,5.0 or more
zcta,64129,2022,,46.4,3878,56.4,61,50,0,79,Bottom 25% of geographies,17.5,5.0 or more
zcta,28405,2022,,20.3,6980,56.4,60.5,36,100,45.5,Bottom 25% of geographies,4.3,0.1 to 4.9
zcta,48911,2022,,27.6,11242,56.4,65.9,40.3,52.4,53,Bottom 25% of geographies,6.8,5.0 or more
zcta,31558,2022,,13.5,2998,56.4,61,34.1,60.7,52.5,Bottom 25% of geographies,7.3,5.0 or more
zcta,95076,2022,,0.6,475,56.4,64.8,90.3,83.9,43.1,Bottom 25% of geographies,38.4,5.0 or more
zcta,47401,2022,,2.4,961,56.4,61.5,8.7,32.5,30.8,Bottom 25% of geographies,-21.7,-5.0 or less
zcta,30088,2022,,87.3,26445,56.4,62.5,54.5,88.6,56.4,Bottom 25% of geographies,-2.8,-0.1 to -4.9
zcta,91306,2022,,3.3,1632,56.4,65.1,45.6,70.2,44.2,Bottom 25% of geographies,-5.1,-5.0 or less
zcta,35064,2022,,92.7,9269,56.4,70.5,56.3,,100,Bottom 25% of geographies,-1.9,-0.1 to -4.9
zcta,62059,2022,,95.9,603,56.4,100,54.1,,100,Bottom 25% of geographies,17.1,5.0 or more
zcta,16057,2022,,1.6,242,56.4,57.9,0,78.9,0,Bottom 25% of geographies,-28.1,-5.0 or less
zcta,77028,2022,,59.6,11135,56.4,78.9,47.8,,75.3,Bottom 25% of geographies,-6.9,-5.0 or less
zcta,77518,2022,,7.5,770,56.4,60.8,9.1,98.7,47.3,Bottom 25% of geographies,-90.9,-5.0 or less
zcta,33815,2022,,30.9,4210,56.4,67.5,28.1,100,40.8,Bottom 25% of geographies,-9.9,-5.0 or less
zcta,93654,2022,,1.5,452,56.4,60,32.2,71,50,Bottom 25% of geographies,1.3,0.1 to 4.9
zcta,59414,2022,,0,0,58.4,49.6,,,99.8,Bottom 25% of geographies,,No comparable data available
zcta,68726,2022,,0,0,58.4,59.3,,,29.2,Bottom 25% of geographies,,No comparable data available
zcta,93960,2022,,7.4,1939,58.4,69,,99.2,53.7,Bottom 25% of geographies,,No comparable data available
zcta,54720,2022,,1.6,141,58.4,57.9,0,82.9,0,Bottom 25% of geographies,0,No statistical change
zcta,34236,2022,,3.1,416,58.4,61.2,19.5,50.8,30,Bottom 25% of geographies,-2,-0.1 to -4.9
zcta,66213,2022,,4.1,1245,58.4,62.4,24,52.1,47,Bottom 25% of geographies,5,5.0 or more
zcta,48126,2022,,2.9,1554,58.4,61.4,24.7,27.1,39.8,Bottom 25% of geographies,11,5.0 or more
zcta,32817,2022,,12,4428,58.4,64.5,26.2,68,57.1,Bottom 25% of geographies,-23,-5.0 or less
zcta,37920,2022,,5.9,2528,58.4,63,16.4,39,39,Bottom 25% of geographies,-1,-0.1 to -4.9
zcta,07024,2022,,2.7,1091,58.4,65.3,25.7,53.5,41,Bottom 25% of geographies,-6.3,-5.0 or less
zcta,68505,2022,,3,554,58.4,62.6,27.5,37.7,17.4,Bottom 25% of geographies,-9.1,-5.0 or less
zcta,98277,2022,,3.7,1476,58.4,60.5,46.1,56.3,46.9,Bottom 25% of geographies,30.2,5.0 or more
zcta,67550,2022,,6.3,328,58.4,61.9,16.7,,30.4,Bottom 25% of geographies,16.7,5.0 or more
zcta,07036,2022,,27.4,12344,58.4,60.2,45.2,82.3,64.4,Bottom 25% of geographies,2.8,0.1 to 4.9
zcta,75217,2022,,17.8,15505,58.4,66.7,35.8,97.3,65.6,Bottom 25% of geographies,-4.1,-0.1 to -4.9
zcta,97218,2022,,12.1,1827,58.4,66.1,26.8,94.8,36.7,Bottom 25% of geographies,-10.2,-5.0 or less
zcta,38016,2022,,52.5,24343,58.4,61.9,55.4,78.3,32.3,Bottom 25% of geographies,15.7,5.0 or more
zcta,95301,2022,,4.9,2045,58.4,61.2,49.7,57.4,52,Bottom 25% of geographies,-0.7,-0.1 to -4.9
zcta,80224,2022,,13,2411,58.4,66.8,23.1,38.9,50.9,Bottom 25% of geographies,-1.4,-0.1 to -4.9
zcta,63932,2022,,1.6,16,58.4,62.6,98.6,0,,Bottom 25% of geographies,34.7,5.0 or more
zcta,32641,2022,,70.1,11845,58.4,75.4,51.9,11.7,38.9,Bottom 25% of geographies,-6.9,-5.0 or less
zcta,64123,2022,,11.7,1237,58.4,62.1,24.7,78.7,55.7,Bottom 25% of geographies,-0.1,-0.1 to -4.9
county,"Cuyahoga County, Ohio",2022,Ohio,29.1,365216,58.4,69.6,37.1,54.1,41.6,Bottom 25% of geographies,0.2,0.1 to 4.9
zcta,95204,2022,,6.8,2058,58.4,66,25.8,36.4,62.2,Bottom 25% of geographies,-0.4,-0.1 to -4.9
zcta,85023,2022,,7.6,2500,58.4,63,23.3,72.7,50.4,Bottom 25% of geographies,-3.6,-0.1 to -4.9
zcta,33712,2022,,68.2,17160,58.4,67.4,53.5,100,45.9,Bottom 25% of geographies,4.7,0.1 to 4.9
zcta,10310,2022,,23.3,6126,58.4,69.2,41.2,68.7,32,Bottom 25% of geographies,-7.7,-5.0 or less
zcta,99004,2022,,2,441,58.4,63.8,17.5,73,12.5,Bottom 25% of geographies,-11.4,-5.0 or less
zcta,32548,2022,,11.5,2711,58.4,64.7,34,58.4,44.6,Bottom 25% of geographies,-14.9,-5.0 or less
zcta,62292,2022,,3.9,32,60.4,61,,,50.3,Bottom 25% of geographies,,No comparable data available
zcta,04679,2022,,0.9,13,60.4,61.5,0,,,Bottom 25% of geographies,,No comparable data available
zcta,14785,2022,,0,0,60.4,60.4,,,,Bottom 25% of geographies,,No comparable data available
zcta,97761,2022,,0,0,60.4,13.7,,,99.6,Bottom 25% of geographies,,No comparable data available
zcta,56127,2022,,4.1,22,60.4,60.4,,,,Bottom 25% of geographies,,No comparable data available
zcta,57049,2022,,0.7,52,60.4,60.5,93.9,46,62.9,Bottom 25% of geographies,,No comparable data available
zcta,58012,2022,,0,0,60.4,60.2,,,89.7,Bottom 25% of geographies,,No comparable data available
zcta,94015,2022,,2.9,1898,60.4,59.9,49.2,67,45.3,Bottom 25% of geographies,24,5.0 or more
zcta,77084,2022,,17,18434,60.4,67.2,43.1,74.1,59.2,Bottom 25% of geographies,-2.9,-0.1 to -4.9
zcta,58701,2022,,2.5,821,60.4,64.2,39.8,0,34.9,Bottom 25% of geographies,10.6,5.0 or more
zcta,38967,2022,,46.1,3169,60.4,76.5,42.8,,,Bottom 25% of geographies,-17.2,-5.0 or less
zcta,01247,2022,,1.5,225,60.4,62.1,30.2,21.3,10.4,Bottom 25% of geographies,-69.8,-5.0 or less
zcta,21044,2022,,26.6,11984,60.4,65.6,45.4,70,72.1,Bottom 25% of geographies,2.8,0.1 to 4.9
county,"Stewart County, Georgia",2022,Georgia,61.6,3155,60.4,78.2,53,100,,Bottom 25% of geographies,2.8,0.1 to 4.9
zcta,64133,2022,,37.3,13967,60.4,72.7,43.5,70.5,58.7,Bottom 25% of geographies,-2.8,-0.1 to -4.9
zcta,10552,2022,,40.2,8888,60.4,66.7,55,73.1,46.8,Bottom 25% of geographies,3.8,0.1 to 4.9
zcta,32837,2022,,8.3,4057,60.4,64.9,57.9,57.6,56.5,Bottom 25% of geographies,6.1,5.0 or more
zcta,30222,2022,,43.7,2177,60.4,71.1,43.4,,,Bottom 25% of geographies,-16.4,-5.0 or less
zcta,93722,2022,,8.7,7535,60.4,64.8,56.7,59.5,57.2,Bottom 25% of geographies,24.4,5.0 or more
zcta,38382,2022,,17.3,1413,60.4,66.6,25.3,,0,Bottom 25% of geographies,-34.8,-5.0 or less
zcta,85260,2022,,2.3,887,60.4,62.3,20.8,69.3,37.4,Bottom 25% of geographies,-1.4,-0.1 to -4.9
zcta,93562,2022,,4.2,79,60.4,58.7,14.8,60.4,91.4,Bottom 25% of geographies,-21.1,-5.0 or less
zcta,93110,2022,,1.7,273,60.4,63.9,10.1,33.6,50,Bottom 25% of geographies,-2.2,-0.1 to -4.9
zcta,34471,2022,,9.6,2566,60.4,66.9,28.8,62.7,46.4,Bottom 25% of geographies,-10.3,-5.0 or less
zcta,23091,2022,,7.8,43,60.4,57.7,99.6,,,Bottom 25% of geographies,-0.4,-0.1 to -4.9
zcta,14760,2022,,2.2,395,60.4,62.6,11,60.4,47,Bottom 25% of geographies,-36.1,-5.0 or less
zcta,22191,2022,,34.6,24995,60.4,68.3,49.3,63.4,65.1,Bottom 25% of geographies,3.6,0.1 to 4.9
zcta,30213,2022,,84.7,40125,60.4,67.8,58.9,48.3,63.8,Bottom 25% of geographies,4.2,0.1 to 4.9
zcta,07734,2022,,9.7,1312,60.4,64.7,33.8,0,50.1,Bottom 25% of geographies,4.7,0.1 to 4.9
zcta,72758,2022,,1.4,641,60.4,63.7,47,40.8,54.6,Bottom 25% of geographies,10.4,5.0 or more
county,"Sioux County, Nebraska",2022,Nebraska,0.3,4,62.4,64,,0,41.1,Bottom 25% of geographies,,No comparable data available
zcta,64743,2022,,0,0,62.4,61.1,,,,Bottom 25% of geographies,,No comparable data available
zcta,92059,2022,,0.5,8,62.4,33.5,,100,42.6,Bottom 25% of geographies,,No comparable data available
zcta,96021,2022,,0.1,17,62.4,62.9,,73.4,51.8,Bottom 25% of geographies,,No comparable data available
zcta,58853,2022,,0,0,62.4,63,,99.9,0,Bottom 25% of geographies,,No comparable data available
county,"Liberty County, Montana",2022,Montana,0,0,62.4,62.9,,,83.2,Bottom 25% of geographies,,No comparable data available
zcta,54476,2022,,0.9,184,62.4,60.9,100,81.4,98,Bottom 25% of geographies,,No comparable data available
zcta,99741,2022,,0,0,62.4,45.5,,99.8,47.7,Bottom 25% of geographies,,No comparable data available
zcta,15363,2022,,0,0,62.4,77.2,,,,Bottom 25% of geographies,,No comparable data available
zcta,73532,2022,,1.6,7,62.4,70.1,0,,24.9,Bottom 25% of geographies,,No comparable data available
zcta,28617,2022,,0.5,9,62.4,62.4,,,100,Bottom 25% of geographies,,No comparable data available
